SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532139,G-TECH INFO.,XT,Q,1.22,1.22,1.22,1.22,1.22,1.28,1,18,21.00,
532141,ANDHRA CEMEN,B ,Q,3.90,3.90,3.90,3.90,3.90,3.72,3,224,873.00,
532143,SKM EGG PROD,B ,Q,49.80,51.85,49.80,50.10,50.10,48.55,39,2027,102008.00,
532144,WELCORP     ,A ,Q,105.00,115.00,104.80,112.80,112.80,106.80,2110,204599,22878378.00,
532145,H.S.(I) LTD.,X ,Q,7.38,7.74,7.38,7.74,7.74,7.38,3,505,3906.00,
532149,BNK OF INDIA,A ,Q,83.10,84.60,82.60,82.95,82.95,83.30,2055,658331,55003550.00,
532150,INDRAPRAST  ,B ,Q,37.15,37.30,37.05,37.10,37.15,37.05,31,3341,124159.00,
532155,GAIL (I) LTD,A ,Q,333.00,334.05,325.15,327.30,327.30,331.75,2364,252767,83240734.00,
532156,VAIBHAVGBL  ,B ,Q,610.40,635.00,610.00,626.15,620.50,612.30,163,1650,1019587.00,
532159,TRESCON     ,XT,Q,98.90,100.75,98.00,100.75,100.75,98.90,13,1302,130706.00,
532162,JK PAPER    ,B ,Q,124.65,132.70,123.25,131.70,132.25,126.85,1329,122062,15851198.00,
532163,SAREGAMA (I),B ,Q,539.70,562.25,539.70,558.20,558.00,549.80,45,459,255322.00,
532173,CYBERTECH   ,B ,Q,40.10,42.40,40.10,40.50,42.40,40.30,4,395,15959.00,
532174,ICICI BANK  ,A ,Q,351.95,353.95,351.40,351.75,351.75,350.40,3997,784388,276208905.00,
532175,CYIENT      ,A ,Q,600.00,606.00,599.00,603.45,603.45,603.15,401,4190,2520698.00,
532178,ENGINRS.(I) ,A ,Q,106.50,107.10,105.70,106.10,106.10,106.95,1373,127392,13543856.00,
532179,CORPN.BANK  ,A ,Q,30.65,31.30,29.10,30.25,30.25,30.35,1772,431850,13088076.00,
532180,DHANALAK.BNK,B ,Q,13.85,14.35,13.45,14.15,14.15,13.95,383,35924,502613.00,
532181,GUJ.MINERAL ,A ,Q,75.00,76.70,74.50,75.95,76.00,74.65,101,6459,487906.00,
532183,GAYATRI SUGR,X ,Q,2.88,2.88,2.88,2.88,2.88,2.75,8,663,1909.00,
532187,INDUSIND BNK,A ,Q,1475.00,1487.05,1460.10,1463.35,1463.35,1471.55,2043,171699,253755016.00,
532189,INDIA TOURIS,B ,Q,251.55,265.00,251.50,255.40,255.40,256.45,260,5563,1441933.00,
532209,J & K BANK  ,A ,Q,39.95,39.95,39.10,39.10,39.10,39.40,131,14193,558008.00,
532210,CITY UNION  ,A ,Q,179.65,179.80,176.90,179.10,178.20,178.70,104,313949,56362404.00,
532212,ARCHIES LTD ,B ,Q,21.95,22.80,21.85,22.40,22.75,21.70,68,18451,415590.00,
532215,AXIS BANK   ,A ,Q,696.30,704.95,691.40,703.05,703.05,696.90,3937,286037,199995639.00,
532216,HB STOCKHOL.,B ,Q,7.01,7.70,7.01,7.01,7.70,7.37,13,5526,38862.00,
532218,SOUTH IND.BK,A ,Q,13.30,13.62,13.20,13.56,13.55,13.27,721,581330,7820722.00,
532219,ENERGY DEV. ,B ,Q,9.14,9.65,9.14,9.51,9.60,9.15,10,1557,14449.00,
532221,SONATA SOFT.,A ,Q,336.05,345.00,335.60,337.40,337.40,339.10,325,9861,3353383.00,
532230,BENGAL TEA &,X ,Q,44.50,44.50,44.50,44.50,44.50,42.85,2,2,89.00,
532234,NAT.ALUM    ,A ,Q,48.40,49.15,48.00,48.75,48.75,48.40,2100,794459,38599189.00,
532240,INDIA NIPPON,B ,Q,385.00,392.90,380.00,386.75,384.15,389.65,54,553,214280.00,
532256,NALWA SONS  ,B ,Q,947.50,1000.05,870.00,949.40,951.00,932.35,101,3804,3388970.00,
532259,APAR INDUS. ,B ,Q,619.30,627.45,619.30,626.40,627.45,625.70,12,66,41183.00,
532268,ACCELYA     ,B ,Q,923.00,935.00,923.00,927.15,928.05,920.00,25,134,124549.00,
532271,CYBERMATE   ,X ,Q,1.79,1.92,1.75,1.90,1.92,1.77,52,45964,84343.00,
532275,LANDMARC LEI,XT,Q,0.37,0.38,0.36,0.38,0.38,0.37,5,11316,4248.00,
532276,SYNDICATE BN,A ,Q,32.90,33.65,32.75,33.35,33.35,33.20,366,167546,5584829.00,
532281,HCL TECHNO  ,A ,Q,1053.50,1070.00,1041.90,1063.15,1059.00,1053.50,2589,34029,36178926.00,
532282,CASTEXTECH  ,T ,Q,0.91,0.95,0.88,0.95,0.95,0.91,42,85497,79815.00,
532284,TCFC FINANCE,X ,Q,29.00,29.00,29.00,29.00,29.00,28.15,1,50,1450.00,
532285,GEOJITFSL   ,B ,Q,34.80,36.40,34.50,35.15,35.70,34.10,33,1556,54241.00,
532286,JINDAL STE  ,A ,Q,156.05,160.00,152.55,159.10,159.10,155.35,5886,1185627,185479403.00,
532290,BLB LTD.    ,B ,Q,5.21,5.25,5.21,5.25,5.25,5.36,2,20,104.00,
532296,GLENMARK PHA,A ,Q,585.95,597.80,583.75,592.15,590.55,586.90,1068,28676,17025709.00,
532300,WOCKHARDT   ,A ,Q,402.00,402.00,392.10,393.45,393.45,397.95,1493,85149,33803911.00,
532301,TATA COFFEE ,B ,Q,82.20,84.90,82.20,84.05,84.05,83.15,252,21974,1847929.00,
532305,IND-SWIFT LA,B ,Q,42.25,44.90,41.45,42.35,42.35,43.05,70,11256,484820.00,
532309,GEPIL       ,B ,Q,756.50,769.90,752.05,756.95,769.90,747.80,53,433,328502.00,
532310,SHREE RAMA  ,B ,Q,5.36,5.36,5.10,5.30,5.30,4.81,10,7531,39486.00,
532313,MAHINDRALIFE,A ,Q,377.50,385.00,372.00,375.25,372.00,373.85,237,5066,1921283.00,
532318,GEMINI COMMU,Z ,Q,0.28,0.28,0.28,0.28,0.28,0.29,14,1872,524.00,
532321,CADILA HEALT,A ,Q,312.00,317.00,311.90,314.50,314.50,313.25,413,23147,7287056.00,
532323,SHIVA CEMENT,X ,Q,13.40,13.55,13.00,13.47,13.40,13.42,128,63782,850305.00,
532324,CINEVISTA   ,B ,Q,5.44,5.44,5.20,5.44,5.44,4.95,8,1276,6917.00,
532326,INTENS TECH ,B ,Q,36.20,37.90,36.20,37.90,37.90,36.20,2,155,5628.00,
532329,DANLAW TECH.,X ,Q,77.10,90.20,75.30,90.20,90.20,82.00,57,2050,176694.00,
532330,BIOPAC INDIA,X ,Q,5.80,6.15,5.80,6.13,6.14,5.95,14,1693,10361.00,
532331,AJANTA PHARM,A ,Q,994.65,1004.40,981.00,984.35,984.35,989.95,824,13745,13616533.00,
532333,HB PORTFOLIO,X ,Q,21.00,22.40,19.50,21.05,21.50,20.00,25,1056,21989.00,
532334,HB ESTATE DE,X ,Q,12.50,13.00,12.50,13.00,13.00,12.98,12,594,7608.00,
532339,COMPUCOM SOF,B ,Q,8.92,9.59,8.92,9.55,9.59,9.06,14,1453,13831.00,
532341,IZMO        ,B ,Q,55.85,55.85,51.70,52.10,52.10,52.85,34,1122,58956.00,
532342,COMMEX TECH ,XT,Q,0.38,0.38,0.38,0.38,0.38,0.38,7,2660,1010.00,
532343,TVS MOTOR L ,A ,Q,462.50,475.00,462.50,471.30,471.30,464.25,1397,108943,51336046.00,
532345,GATI LTD.   ,B ,Q,72.55,80.00,72.55,78.70,78.70,73.05,2419,210414,16091645.00,
532348,SUBEX LTX   ,B ,Q,5.63,5.75,5.60,5.64,5.67,5.69,148,120255,681187.00,
532349,TRANSPORT CO,B ,Q,282.35,282.35,280.10,280.55,280.50,281.75,22,1007,282856.00,
532350,PADMALAYA TE,XT,Q,2.00,2.08,1.91,2.06,2.08,1.99,21,6514,13202.00,
532351,AKSH OPTIFIB,B ,Q,18.25,19.20,18.25,18.95,18.95,18.55,432,127779,2409586.00,
532354,VIRGOGLOB   ,X ,Q,3.33,3.33,3.33,3.33,3.33,3.27,6,3831,12757.00,
532355,PICTURHOUSE ,X ,Q,1.99,1.99,1.99,1.99,1.99,1.90,1,1000,1990.00,
532356,TRIVENI ENGG,B ,Q,50.20,52.60,50.20,51.70,51.70,50.20,727,127102,6553537.00,
532357,MUKTA ARTS  ,B ,Q,36.90,41.95,36.90,38.75,39.50,35.50,292,26224,1026852.00,
532362,NAGPUR POWER,X ,Q,35.50,35.50,34.00,34.95,35.50,35.25,4,194,6739.00,
532365,DYNACONS SYS,B ,Q,28.25,29.65,28.25,29.65,29.65,29.40,6,225,6484.00,
532366,PNB GILTS   ,B ,Q,30.25,30.80,30.20,30.70,30.70,30.20,78,10372,316924.00,
532368,BCG         ,B ,Q,3.02,3.08,2.88,2.94,2.88,2.96,43,38086,113309.00,
532369,RAMCO INDS. ,B ,Q,185.45,187.60,182.00,185.70,184.60,185.00,63,850,157864.00,
532370,RAMCO  SYSTM,B ,Q,225.50,228.15,223.05,225.80,226.90,226.65,56,933,210839.00,
532371,TATA TELESER,B ,Q,3.20,3.58,3.20,3.45,3.45,3.14,439,389295,1308234.00,
532372,VIRINCHI    ,X ,Q,70.50,79.40,70.50,77.95,78.00,72.20,324,61916,4644862.00,
532373,WEPSOLN     ,X ,Q,24.00,24.90,24.00,24.90,24.85,23.95,36,5651,137943.00,
532374,STER TECH   ,A ,Q,247.40,249.60,242.10,245.60,245.60,246.00,2507,147226,36206726.00,
532375,TIPSINDUSTR ,B ,Q,60.40,60.40,59.15,59.15,59.15,61.00,5,65,3886.00,
532380,BABA ARTS   ,X ,Q,4.15,4.29,4.00,4.00,4.00,4.24,13,12164,49174.00,
532382,BALAJI TELE.,B ,Q,82.20,84.60,82.05,82.55,83.70,81.30,18,708,58526.00,
532384,TYCHE INDS  ,X ,Q,67.00,71.70,66.60,69.45,68.20,71.00,15,1990,133915.00,
532386,CALIFORN.SOF,B ,Q,18.00,19.80,18.00,19.75,19.75,18.90,28,7761,146642.00,
532387,PRITISHN COM,B ,Q,19.50,22.50,19.30,21.60,21.85,18.75,206,23600,504842.00,
532388,INDIAN OVER.,A ,Q,13.14,13.60,13.00,13.23,13.60,13.23,140,40397,531897.00,
532390,TAJ GVK HOTL,B ,Q,180.35,187.95,179.90,181.00,180.90,180.15,85,2723,496430.00,
532391,OPTO CIRCUIT,B ,Q,8.05,8.40,7.70,8.23,8.23,8.01,206,85435,698409.00,
532392,CREATIVE EYE,B ,Q,2.81,2.81,2.81,2.81,2.81,2.95,1,1000,2810.00,
532395,AXISCADES   ,B ,Q,60.05,66.00,60.05,63.60,63.60,62.80,112,7103,451609.00,
532398,UMESL       ,B ,Q,0.96,0.99,0.96,0.99,0.99,0.95,4,3530,3404.00,
532400,KPIT        ,A ,Q,108.00,110.50,107.00,107.75,107.75,108.35,1117,102215,11078427.00,
532401,VIJAYA BANK ,A ,Q,41.25,41.40,40.80,41.05,40.90,41.25,122,16615,683691.00,
532402,USGTECH     ,X ,Q,4.00,4.00,4.00,4.00,4.00,4.05,1,4,16.00,
532404,SAVEN TECHNO,X ,Q,22.50,22.55,21.55,22.40,22.55,21.50,27,5272,117845.00,
532406,AVANTEL LTD ,X ,Q,207.00,240.00,207.00,235.75,236.00,224.50,56,4063,932207.00,
532407,MOSCHIP SEMI,X ,Q,20.00,20.35,19.70,20.05,20.00,20.00,54,18648,373160.00,
532408,MEGASOFT LTD,T ,Q,6.10,6.13,5.85,6.13,6.13,5.84,28,8203,49924.00,
532410,TRANSCORP IN,X ,Q,22.00,22.00,20.55,21.90,21.00,20.65,17,669,14328.00,
532411,VISESH INFO.,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,16,44630,8479.00,
532413,CEREBRA INTE,B ,Q,26.50,26.95,25.75,26.25,25.85,26.50,192,77872,2055182.00,
532418,ANDHRA BANK ,A ,Q,25.30,25.30,25.05,25.15,25.05,25.20,154,26548,669074.00,
532419,SMARTLINK   ,B ,Q,79.90,80.00,79.90,80.00,80.00,79.75,9,240,19194.00,
532424,GODREJ CONS ,A ,Q,665.15,671.55,665.10,667.55,667.55,665.55,525,15445,10324398.00,
532430,BF UTILI    ,B ,Q,177.35,182.85,173.00,175.00,175.00,177.55,4709,211035,37626242.00,
532432,UNITD SPR   ,B ,Q,537.00,540.90,529.55,533.10,532.30,535.65,1554,37331,20001374.00,
532435,SANINFRA    ,X ,Q,28.30,28.30,28.30,28.30,28.30,29.75,1,15,424.00,
532439,OLECTRA     ,B ,Q,209.95,209.95,205.10,208.80,209.00,207.85,159,3176,658510.00,
532440,MPS LTD     ,B ,Q,432.00,439.95,432.00,439.95,439.95,436.55,15,156,67714.00,
532443,CERA SANITAR,A ,Q,2205.00,2216.25,2192.00,2197.85,2196.00,2188.10,19,63,138533.00,
532454,BHARTI ARTL ,A ,Q,309.70,316.20,308.05,313.00,313.00,310.20,1472,155905,48863896.00,
532455,SHALIMAR WIR,X ,Q,13.65,13.65,13.65,13.65,13.65,12.45,4,548,7480.00,
532456,COMPUAGE INF,B ,Q,16.30,16.85,15.85,16.10,16.00,16.05,113,17893,289506.00,
532457,GULSHAN POLY,B ,Q,52.00,52.30,50.80,51.75,51.75,51.20,25,834,42834.00,
532459,AUNDEFAZE   ,XT,Q,16.35,16.35,16.35,16.35,16.35,17.20,3,1125,18393.00,
532461,PUNJAB NATIO,A ,Q,72.90,73.95,72.60,73.20,73.20,73.20,2989,1164584,85371748.00,
532466,ORACLE FIN  ,A ,Q,3451.95,3477.55,3438.10,3444.95,3440.00,3462.00,436,9343,32268422.00,
532467,HAZ MUL PRO ,XT,Q,0.50,0.50,0.50,0.50,0.50,0.50,3,75100,37550.00,
532468,KAMAHOLDING ,B ,Q,4725.00,4750.00,4700.00,4730.35,4700.00,4742.55,24,199,940608.00,
532475,APTECH LTD  ,B ,Q,164.00,168.20,163.70,164.25,164.25,164.10,676,41165,6828972.00,
532477,UNION BANK L,A ,Q,71.00,72.20,69.15,71.15,71.15,71.50,1445,507864,36192679.00,
532478,UNITED BREWA,A ,Q,1378.00,1378.00,1350.75,1363.85,1363.85,1359.40,869,27742,37739886.00,
532479,ISMT LTD    ,T ,Q,7.05,7.19,7.02,7.19,7.19,7.25,4,1130,8024.00,
532480,ALLAHABAD BK,A ,Q,46.25,46.50,44.90,45.80,45.80,46.35,2371,825037,37573268.00,
532481,NOIDA-TOLL B,B ,Q,5.50,6.00,5.40,5.95,5.80,5.38,54,15224,85766.00,
532482,GRANULES (I),A ,Q,93.45,94.50,91.50,94.05,94.30,91.30,437,37472,3504414.00,
532483,CANARA BANK ,A ,Q,221.60,223.70,219.00,221.90,221.90,221.65,1075,125733,27873881.00,
532485,BALMER LA.IN,B ,Q,383.95,383.95,372.55,375.15,375.15,375.85,253,5714,2138244.00,
532486,POKARNA LTD ,B ,Q,157.80,160.45,156.50,157.05,157.00,161.25,37,1210,190368.00,
532488,DIVI'S LAB. ,A ,Q,1546.00,1574.95,1546.00,1565.05,1567.00,1549.90,652,15225,23779786.00,
532493,ASTRA MICRO ,B ,Q,75.50,79.95,75.50,78.80,78.80,74.90,242,25779,2013945.00,
532497,RADICOKHAIT ,A ,Q,370.00,379.50,366.00,371.10,371.10,368.95,1661,49520,18500098.00,
532498,SHRMCITYUN  ,A ,Q,1556.20,1740.00,1554.00,1617.00,1735.00,1553.50,70,239,379688.00,
532500,MARUTISUZUK ,A ,Q,6844.00,6940.00,6804.75,6916.40,6916.40,6796.80,4408,60109,414245153.00,
532503,RAJAPAMILLS ,X ,Q,699.00,706.00,690.00,694.75,691.00,695.10,530,2947,2050821.00,
532504,NAVIN FLUORI,A ,Q,600.05,601.95,595.00,598.50,599.00,597.65,172,2387,1425877.00,
532505,UCOBANK     ,A ,Q,18.65,19.00,18.50,18.90,18.90,18.65,344,74627,1401806.00,
532507,BAG FIL MED ,B ,Q,4.98,5.05,4.88,5.01,5.00,4.87,117,43401,216180.00,
532508,JSL         ,B ,Q,31.35,33.50,31.35,33.20,33.20,31.40,568,79228,2619418.00,
532509,SUPRAJIT ENG,B ,Q,198.90,208.00,192.00,198.30,198.30,198.95,711,1457987,290013570.00,
532511,EXCEL CROP. ,B ,Q,3136.85,3232.00,3126.05,3184.40,3187.00,3044.30,62,270,862224.00,
532513,TVSELE      ,B ,Q,169.75,193.00,166.50,182.25,182.25,169.95,2147,80949,14937394.00,
532514,INDRA GAS   ,A ,Q,288.00,290.00,283.65,285.85,286.60,283.90,2186,97952,28062043.00,
532515,TV TODAY    ,B ,Q,319.00,320.05,313.30,315.35,315.35,319.45,37,1842,586596.00,
532518,FLORENCE    ,X ,Q,1130.50,1150.00,1055.05,1150.00,1150.00,1130.30,9,15,16872.00,
532521,PALRED      ,B ,Q,28.00,28.00,28.00,28.00,28.00,28.05,8,1300,36400.00,
532522,PETRONET LNG,A ,Q,215.05,219.30,214.65,215.75,215.40,215.30,979,64485,13945724.00,
532523,BIOCON LTD. ,A ,Q,622.00,627.25,618.95,620.75,623.05,621.65,597,25653,16012464.00,
532524,PTC INDIA   ,A ,Q,79.60,79.90,77.25,77.65,78.00,79.60,664,38148,2984998.00,
532525,BANK MAHA   ,B ,Q,12.50,12.90,12.50,12.73,12.65,12.85,153,76782,978341.00,
532527,RK FORGINGS ,B ,Q,455.00,482.35,454.65,475.25,467.20,448.55,63,620,289723.00,
532528,DATAM GLOB  ,B ,Q,85.00,88.85,85.00,85.55,86.05,84.75,109,6418,554474.00,
532529,NDTV        ,B ,Q,35.55,35.55,34.60,35.35,35.35,35.40,4,216,7578.00,
532531,STAR        ,A ,Q,423.00,426.25,417.30,419.35,419.35,418.85,2067,623390,263498585.00,
532532,JAIPRA      ,A ,Q,5.92,6.42,5.81,6.17,6.17,5.92,34115,5218350,32350742.00,
532538,ULTRATECH CM,A ,Q,3632.00,3665.00,3601.75,3621.05,3633.00,3631.10,599,9658,35125314.00,
532539,MINDA IND   ,A ,Q,323.00,323.00,313.60,316.30,315.00,316.55,437,9456,2991355.00,
532540,TCS LTD.    ,A ,Q,1920.00,1930.50,1905.00,1925.90,1925.90,1912.25,2703,63686,122317354.00,
532541,NIITTECH    ,A ,Q,1290.80,1305.80,1276.95,1283.20,1289.00,1290.80,904,25804,33262682.00,
532543,GULFPETRO   ,B ,Q,59.80,64.80,59.80,63.90,63.90,60.10,135,8862,565094.00,
532548,CENTURYPLY  ,A ,Q,159.00,164.50,159.00,162.30,161.05,160.25,195,4355,711080.00,
532553,WELENT      ,B ,Q,94.30,104.60,94.30,102.35,102.35,96.05,707,71174,7209055.00,
532555,NTPC LTD    ,A ,Q,137.75,140.70,135.20,139.70,139.70,136.60,1087,141416,19565896.00,
532604,SALSTEEL    ,B ,Q,4.89,4.89,4.70,4.80,4.80,5.04,16,4070,19468.00,
532605,JBM AUTO    ,B ,Q,269.80,269.80,262.05,263.00,263.00,268.55,62,1472,394550.00,
532610,DWAR SUGAR  ,B ,Q,24.50,25.50,24.35,24.90,24.90,24.50,271,46279,1158976.00,
532612,INDOCO REM  ,B ,Q,175.45,175.45,173.50,173.50,173.50,174.35,7,32,5579.00,
532613,VIPCLOTHNG  ,B ,Q,20.95,22.85,20.90,22.40,22.40,20.70,276,29829,662935.00,
532616,XCHANGING   ,B ,Q,43.00,45.00,43.00,44.95,44.95,42.20,4,2300,101496.00,
532617,JETAIRWAYS  ,A ,Q,238.50,242.45,235.40,236.70,236.70,234.85,6332,535512,127422672.00,
532621,MORARJETEX  ,B ,Q,19.65,21.90,19.65,21.00,21.00,18.70,22,3457,72099.00,
532622,GATEWAY DIST,A ,Q,103.90,116.00,101.00,111.75,111.75,103.40,564,25000,2752802.00,
532624,JINDALPH    ,B ,Q,20.95,20.95,19.10,20.60,20.60,20.00,13,678,13649.00,
532626,PONDY OXIDES,X ,Q,319.40,325.00,315.10,323.85,323.85,315.65,145,5566,1788246.00,
532627,JPPOWER     ,B ,Q,1.77,1.93,1.77,1.93,1.93,1.76,475,2784243,5345654.00,
532628,3I INFOTECH ,B ,Q,3.26,3.91,3.20,3.90,3.90,3.26,705,1418641,5361261.00,
532629,MCNALLYB    ,T ,Q,7.50,7.50,7.10,7.50,7.50,7.30,15,6319,45726.00,
532630,GOKALDAS    ,B ,Q,72.95,72.95,71.90,72.55,72.40,72.80,22,1936,139760.00,
532633,ALLSEC TECH ,B ,Q,180.00,180.40,179.00,179.95,179.00,179.00,14,719,129404.00,
532636,IIFL        ,A ,Q,367.15,375.00,361.95,365.35,365.35,362.80,246,4867,1786619.00,
532637,MAN DRUGORG ,B ,Q,43.00,45.00,43.00,44.95,45.00,43.60,53,3069,136889.00,
532638,SHOPPER STOP,A ,Q,483.20,492.00,483.00,491.65,492.00,488.20,25,294,143281.00,
532641,NDL         ,B ,Q,43.90,45.50,43.30,43.80,44.00,43.90,48,5581,247138.00,
532642,JSWHL       ,B ,Q,2350.00,2370.00,2344.00,2364.50,2364.50,2373.65,15,152,359402.00,
532644,JK CEMENT   ,A ,Q,722.70,730.50,715.00,719.00,720.00,710.80,66,637,459961.00,
532645,BEEYU OVERSE,XT,Q,0.34,0.34,0.34,0.34,0.34,0.34,2,664,225.00,
532646,UNIPLY IND  ,B ,Q,44.15,46.00,44.15,45.50,45.00,44.65,39,3853,175557.00,
532647,PROVOGUE IND,T ,Q,1.22,1.22,1.12,1.22,1.22,1.17,11,13702,16716.00,
532648,YES BANK    ,A ,Q,214.90,223.50,213.40,221.95,221.95,215.00,22825,4373798,964705523.00,
532649,NECTAR LIFE ,B ,Q,16.60,17.60,16.60,17.35,17.35,16.65,266,29738,514631.00,
532650,MSP STEEL   ,B ,Q,12.77,12.77,11.64,12.39,12.39,11.40,12,3004,36100.00,
532651,SPL INDS    ,B ,Q,46.50,48.00,45.60,45.75,46.00,47.95,137,6889,316703.00,
532652,KARNATAKA BK,A ,Q,115.00,116.25,113.55,114.70,114.90,114.90,361,74950,8592980.00,
532654,MCLEOD RUSSE,B ,Q,88.00,91.00,88.00,89.85,89.85,86.85,157,5461,490845.00,
532656,FACOR ALLOYS,X ,Q,1.95,2.05,1.84,2.04,2.04,1.88,183,111049,221003.00,
532658,EON ELECT   ,B ,Q,34.00,40.85,33.55,39.85,39.85,34.05,521,50000,1973791.00,
532659,IDFC        ,A ,Q,36.80,37.35,36.15,37.10,37.10,36.15,727,258783,9556879.00,
532660,VIVIMED LABS,B ,Q,22.80,23.75,22.05,22.60,22.60,21.85,598,119040,2725871.00,
532661,RANE MADRAS ,B ,Q,348.55,352.00,337.00,345.20,343.90,346.85,90,881,305293.00,
532662,HT MEDIA    ,B ,Q,38.80,39.50,38.20,38.60,38.20,38.65,69,13120,510685.00,
532663,SASKEN      ,B ,Q,584.40,606.00,584.35,600.75,602.00,595.45,365,6540,3921646.00,
532666,FCS SOFTWARE,T ,Q,0.22,0.22,0.21,0.21,0.21,0.22,44,226607,48102.00,
532667,SUZLONENERGY,A ,Q,4.53,6.15,4.50,5.80,5.80,4.43,33298,24313335,130514522.00,
532668,AURIONPRO SO,B ,Q,111.00,111.05,111.00,111.00,111.00,110.50,9,1101,122216.00,
532669,SOUTHBIOTEC ,XT,Q,1.64,1.64,1.64,1.64,1.64,1.63,2,14900,24436.00,
532670,RENUKA SUGAR,B ,Q,10.10,10.50,10.10,10.39,10.39,10.10,167,101147,1048100.00,
532673,KM SUGARMILL,B ,Q,7.20,7.65,7.20,7.41,7.41,7.55,13,3322,24671.00,
532674,BANNARI AMMA,B ,Q,192.00,194.90,183.10,183.15,183.15,183.25,10,2150,405536.00,
532678,BOMBAY RAYON,T ,Q,8.94,8.95,8.90,8.95,8.95,8.53,30,10724,95948.00,
532679,SORILINFRA  ,B ,Q,241.00,241.25,241.00,241.25,241.25,229.80,27,612,147612.00,
532682,ABG SHIPYARD,Z ,Q,1.44,1.51,1.41,1.48,1.43,1.44,24,14933,22129.00,
532683,AIAENGINEER ,A ,Q,1622.60,1730.00,1620.00,1670.25,1686.00,1619.95,231,1375,2293336.00,
532684,EVEREST KANT,B ,Q,24.95,25.70,24.85,25.35,25.50,24.95,74,10001,253254.00,
532686,KERNEX MICRO,T ,Q,22.90,23.05,22.90,22.90,22.90,22.00,4,400,9180.00,
532687,REPRO INDIA ,B ,Q,557.80,572.05,557.80,565.15,566.55,547.60,5,21,11802.00,
532689,PVR LTD     ,A ,Q,1489.60,1503.20,1468.50,1491.50,1486.00,1479.65,435,7713,11492490.00,
532692,RADHA MADHAV,B ,Q,20.95,21.35,20.00,20.15,20.15,20.85,76,13232,268780.00,
532693,PUNJ LLOYD  ,B ,Q,1.71,1.71,1.71,1.71,1.71,1.63,17,9952,17017.00,
532694,BARTRONICSIN,B ,Q,5.90,6.72,5.90,6.72,6.72,5.60,160,75958,506820.00,
532695,CELEBRITYFAS,B ,Q,7.95,8.54,7.95,8.51,8.54,7.80,8,1327,11146.00,
532696,EDUCOMP SOLN,Z ,Q,2.14,2.24,2.14,2.22,2.24,2.14,18,9300,20356.00,
532698,NITINSPINNER,B ,Q,75.00,76.70,74.10,76.50,76.70,74.15,61,2999,225237.00,
532699,ROYALORCH   ,B ,Q,95.00,99.45,92.55,98.50,98.85,93.85,63,2471,238898.00,
532700,ENT NETWORK ,B ,Q,539.70,539.70,525.50,525.50,525.50,530.00,3,3,1590.00,
532701,CELLA       ,X ,Q,6.25,6.25,5.50,6.14,6.14,5.61,6,313,1800.00,
532702,GUJ PETRONET,A ,Q,151.00,159.15,149.60,158.40,158.40,152.80,590,18973,2938126.00,
532705,JAGRAN PRAK ,A ,Q,93.70,94.70,93.05,93.80,94.00,93.95,55,1571,147469.00,
532706,INOX LEISURE,A ,Q,281.00,283.50,272.00,282.55,282.55,273.60,390,12854,3587850.00,
532707,DYNEMIC PRO ,B ,Q,105.95,107.60,102.50,105.55,105.55,105.95,66,4426,467564.00,
532708,GVK POWERINF,B ,Q,6.50,7.38,6.40,7.38,7.38,6.15,1551,3764976,27037203.00,
532710,SADBHAV ENGG,A ,Q,173.80,175.55,172.80,173.40,173.40,173.45,171,2726,474081.00,
532711,SUNIL HITECH,T ,Q,1.15,1.19,1.15,1.19,1.19,1.14,52,92418,109649.00,
532712,REL COM LTD ,A ,Q,6.38,7.53,6.28,6.54,6.54,6.33,361695,23249503,159057242.00,
532713,SAKUMA EXPO ,B ,Q,34.30,35.10,34.10,34.35,34.35,35.25,94,11546,399229.00,
532714,KEC INTERN  ,A ,Q,240.00,242.85,237.50,238.40,238.00,238.55,1375,15834,3806393.00,
532716,GILLA ARBUT ,B ,Q,50.90,50.90,50.90,50.90,50.90,49.95,3,200,10180.00,
532717,INDOTECHTR  ,B ,Q,88.25,90.50,86.50,89.90,89.90,88.25,24,1676,148193.00,
532719,BL KASHYAP  ,B ,Q,22.70,22.75,19.95,20.55,20.55,21.95,576,74375,1550862.00,
532720,M&M FINANSER,A ,Q,395.00,401.15,379.85,398.55,396.95,394.70,1022,70465,27898719.00,
532721,VISA STEEL  ,B ,Q,6.55,7.10,6.55,7.09,7.10,7.10,6,170,1149.00,
532722,NITCO TILES ,B ,Q,37.00,37.90,36.75,37.10,37.10,35.30,335,27427,1022301.00,
532725,SOLAR IND   ,A ,Q,948.95,948.95,929.05,938.00,938.00,938.75,31,287,268742.00,
532726,GALLAN METAL,B ,Q,44.05,45.95,44.00,44.50,44.50,44.25,39,17768,784542.00,
532727,ADHUNIK MET ,B ,Q,1.45,1.50,1.45,1.45,1.50,1.49,13,16520,24401.00,
532728,MALU PAPER  ,B ,Q,21.50,23.60,21.50,23.40,22.35,22.45,38,3960,91885.00,
532729,UTTAM SUGAR ,B ,Q,112.00,113.50,108.50,110.55,110.55,109.00,307,24594,2749186.00,
532730,STL GLOBAL  ,B ,Q,6.20,6.20,6.20,6.20,6.20,6.20,4,451,2796.00,
