SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
512437,APOLLO FIN I,X ,Q,47.05,51.00,47.05,50.05,51.00,49.00,6,176,8697.00,
512453,SHRI JAGDAMB,X ,Q,259.75,259.90,243.00,254.95,255.00,250.60,29,605,150859.00,
512455,LLOYDS MET E,X ,Q,12.15,12.65,12.15,12.44,12.44,12.38,17,1513,18468.00,
512463,SHREE GLOBAL,X ,Q,2.92,2.92,2.66,2.91,2.90,2.79,32,22746,66015.00,
512477,BETEX INDIA ,X ,Q,25.00,25.00,23.70,25.00,25.00,23.85,11,1514,37629.00,
512493,GARNET INTL ,X ,Q,62.00,62.00,61.95,61.95,61.95,55.00,3,75,4648.00,
512519,DONEAR IND. ,B ,Q,36.85,37.80,35.00,36.15,36.45,36.50,330,72930,2708018.00,
512527,SUPER SAL IN,X ,Q,380.00,382.70,370.00,373.20,377.00,370.00,17,267,100710.00,
512529,SEQUENT     ,B ,Q,67.35,67.55,65.85,66.10,66.10,66.75,323,21892,1452609.00,
512531,STC INDIA   ,B ,Q,112.25,116.00,112.25,113.80,113.80,112.20,490,23374,2676800.00,
512553,ZENITH EXP. ,B ,Q,41.60,43.95,41.60,43.05,43.05,44.00,4,174,7294.00,
512559,KOHINORFOODS,B ,Q,29.70,30.35,29.50,29.70,29.65,29.70,44,2935,87726.00,
512573,AVANTI FEEDS,A ,Q,334.50,358.20,332.05,341.85,341.85,330.15,2375,72456,25131056.00,
512587,ZODIAC JRD  ,B ,Q,31.80,34.35,31.80,34.35,34.35,34.50,9,491,16465.00,
512597,KEYNOTE CORP,B ,Q,39.00,39.00,39.00,39.00,39.00,37.15,1,191,7449.00,
512599,ADANI ENTER ,A ,Q,119.90,131.50,119.80,128.55,128.55,119.55,9102,1563973,196923967.00,
512604,HARIA EXPORT,X ,Q,0.66,0.66,0.66,0.66,0.66,0.66,1,780,514.00,
512608,BHANDARI HOS,B ,Q,2.09,2.15,1.95,1.99,1.95,1.97,101,38162,77913.00,
512634,SAVERA IND  ,X ,Q,60.15,64.70,60.15,60.50,60.50,63.00,3,7,444.00,
513005,VBC FERRO   ,XT,Q,40.00,42.10,38.55,41.90,42.10,40.55,15,2205,87243.00,
513010,TATA SPONGE ,B ,Q,687.20,696.00,686.05,693.10,690.00,685.20,363,7747,5351547.00,
513023,NAV BHAR VEN,A ,Q,102.00,104.40,102.00,102.60,103.70,101.75,122,4086,421371.00,
513059,G.S.AUTO INT,X ,Q,6.11,8.00,6.11,7.39,7.07,7.28,19,3875,27500.00,
513063,TRANSFREIGHT,XT,Q,7.56,7.56,7.56,7.56,7.56,7.20,1,50,378.00,
513097,SHIV.BIMETAL,X ,Q,102.00,103.60,100.00,100.80,100.80,101.25,134,16679,1693577.00,
513108,GANDHI SP.TU,B ,Q,346.10,350.00,346.10,350.00,350.00,350.00,4,959,335550.00,
513119,ABC GAS INT ,XT,Q,17.15,17.15,17.15,17.15,17.15,18.05,4,236,4047.00,
513121,ORICON ENT  ,B ,Q,25.00,25.50,24.75,25.05,25.00,24.40,130,14112,353059.00,
513142,BALASORE    ,X ,Q,16.90,18.20,16.35,18.10,18.10,16.90,371,113022,2010098.00,
513149,ACROW INDIA ,XT,Q,135.85,135.85,135.85,135.85,135.85,143.00,1,30,4075.00,
513179,NAT STL AGRO,B ,Q,6.47,6.50,6.13,6.38,6.38,5.91,69,12863,81161.00,
513216,UTTAM GALVA ,B ,Q,10.34,10.55,10.20,10.29,10.30,10.34,41,8313,85581.00,
513228,PENNAR STEEL,B ,Q,33.20,34.35,32.95,33.85,33.55,33.45,104,8822,299244.00,
513250,JYOTI STRUCT,Z ,Q,0.86,0.86,0.86,0.86,0.86,0.82,6,5420,4661.00,
513252,JAY USHIN   ,XT,Q,369.90,370.00,365.00,369.95,370.00,359.75,7,260,96136.00,
513262,ST.STR.WHEEL,B ,Q,860.00,863.00,851.50,860.35,862.00,857.90,35,356,306139.00,
513269,MAN IND.(I) ,B ,Q,56.45,59.00,56.00,58.35,58.15,56.20,417,42275,2441148.00,
513291,PREM PIPES  ,XT,Q,5.68,5.68,5.68,5.68,5.68,5.41,1,100,568.00,
513295,IMEC        ,X ,Q,2.10,2.10,2.10,2.10,2.10,2.10,1,5,10.00,
513307,SYNTHIKO FOI,XT,Q,20.35,20.35,20.35,20.35,20.35,21.40,6,549,11172.00,
513335,METALFORGE  ,B ,Q,9.09,9.09,8.89,9.09,9.09,8.66,46,2292,20730.00,
513349,AJMERA      ,B ,Q,167.15,171.60,166.00,170.30,171.00,164.90,258,8900,1505135.00,
513353,COCHIN MIN. ,X ,Q,209.00,209.00,191.50,201.05,201.05,196.55,15,484,97345.00,
513361,ISW LTD     ,X ,Q,1.08,1.31,1.08,1.21,1.16,1.20,59,49217,60025.00,
513375,CARBORUNDUM ,A ,Q,339.05,346.10,339.05,345.40,345.05,345.25,20,122,42149.00,
513377,MINERAL&METL,A ,Q,27.00,27.00,26.20,26.65,26.65,26.05,766,113102,3010376.00,
513414,SMPL        ,T ,Q,0.35,0.35,0.35,0.35,0.35,0.35,1,3000,1050.00,
513434,TATA METALIK,B ,Q,591.00,596.05,583.30,586.15,587.00,584.40,166,3006,1768077.00,
513436,SHAH ALLOYS ,B ,Q,12.15,12.35,12.15,12.35,12.35,12.60,4,806,9868.00,
513446,MONNETISPA  ,B ,Q,32.00,33.40,32.00,32.60,32.60,32.10,26,5220,171337.00,
513456,KANISHK ST. ,XT,Q,8.24,8.24,8.24,8.24,8.24,8.24,1,50,412.00,
513460,MAHALAXMI SM,Z ,Q,8.50,8.50,8.50,8.50,8.50,8.50,1,10,85.00,
513488,SH.STEEL WIR,X ,Q,12.24,12.24,12.24,12.24,12.24,12.88,3,560,6854.00,
513509,KALYANI FORG,T ,Q,268.00,268.00,268.00,268.00,268.00,260.00,1,10,2680.00,
513511,PANCH.STEEL ,X ,Q,38.95,38.95,36.10,37.65,37.30,38.35,15,1074,40322.00,
513515,S.R.INDUS.  ,XT,Q,4.85,4.90,4.85,4.90,4.90,5.10,5,3541,17201.00,
513517,STEELCAST   ,X ,Q,143.00,143.00,140.10,140.10,140.10,143.95,15,867,122886.00,
513519,PITTIENG    ,B ,Q,52.95,53.00,52.10,52.25,52.25,52.35,126,2313,121721.00,
513532,PRADEEP MET.,X ,Q,70.95,70.95,70.00,70.40,70.95,68.85,10,535,37707.00,
513534,VARDHMAN IND,X ,Q,2.23,2.23,2.23,2.23,2.23,2.19,1,500,1115.00,
513540,T.N.STEEL TU,P ,Q,29.45,29.45,29.45,29.45,29.45,31.00,6,1000,29450.00,
513548,SHARDA ISPAT,XT,Q,55.10,60.80,55.10,60.80,60.80,57.95,3,173,9538.00,
513554,MAHA STEEL  ,B ,Q,127.05,132.50,127.05,131.55,132.50,129.40,90,23391,3030189.00,
513558,REAL STRIPS ,XT,Q,13.45,13.45,13.45,13.45,13.45,12.82,3,60,807.00,
513566,NOVA IRON&ST,XT,Q,4.25,4.25,4.25,4.25,4.25,4.25,3,120,510.00,
513599,HIND.COPPER ,A ,Q,44.80,45.50,44.70,45.10,45.10,44.70,450,90031,4064636.00,
513605,SRIPIPES    ,B ,Q,167.00,182.20,165.10,179.15,179.15,168.65,402,7771,1372639.00,
513642,AXEL POLYMER,XT,Q,14.40,14.40,14.40,14.40,14.40,14.40,1,5,72.00,
513683,NLCINDIA    ,A ,Q,63.50,64.95,63.15,64.50,64.50,64.30,237,22031,1408096.00,
513691,JMT AUTO LTD,B ,Q,2.71,2.84,2.71,2.84,2.84,2.71,6,3503,9668.00,
513693,KIC METALIKS,X ,Q,97.00,97.00,91.30,91.45,91.35,96.00,38,7659,724267.00,
513709,SHILP GRAVUR,X ,Q,81.55,88.45,81.55,86.10,88.00,84.90,17,4004,346422.00,
513713,WHITEORG    ,X ,Q,25.50,25.90,24.60,25.55,25.25,25.85,354,40365,1012170.00,
513729,ARO GRANITE ,B ,Q,47.00,47.80,45.65,45.65,45.65,44.90,5,1053,49491.00,
514028,RAJKAMAL SYN,XT,Q,12.90,12.90,12.90,12.90,12.90,12.29,1,5,64.00,
514030,DEEPAK SPINN,X ,Q,96.95,97.00,95.05,97.00,97.00,96.25,17,1678,161973.00,
514034,JBF IND.LTD ,B ,Q,19.00,19.70,18.65,19.60,19.60,18.80,75,48242,939889.00,
514036,LOY.TEX MILL,X ,Q,424.00,443.30,402.25,421.80,410.00,402.25,11,1082,455808.00,
514043,HIMAT.SEIDE ,B ,Q,167.00,170.00,167.00,168.70,168.50,167.00,95,4270,723243.00,
514045,BSL LTD.    ,B ,Q,41.85,42.95,41.65,41.65,41.65,42.75,19,4118,173125.00,
514087,PBM POLYTEX ,X ,Q,77.75,77.75,74.10,75.15,75.60,80.70,94,6560,496227.00,
514138,SURYALATA SP,X ,Q,127.00,131.00,126.50,126.60,126.50,131.95,6,890,113318.00,
514140,SURYAVA SPIN,XT,Q,5.16,5.16,5.16,5.16,5.16,4.92,1,5,25.00,
514142,TT LTD.     ,B ,Q,50.70,51.00,50.30,50.30,50.30,51.10,6,3000,151820.00,
514162,WELSPUN (I) ,A ,Q,52.00,53.40,51.00,51.65,51.65,52.60,795,127786,6706245.00,
514165,IND.ACRYLICS,X ,Q,8.25,8.25,7.35,7.82,7.82,7.85,108,133785,1074586.00,
514167,GANESH ECOSP,B ,Q,240.00,244.00,236.05,240.15,242.80,240.05,23,2529,607514.00,
514175,VARDHMAN POL,B ,Q,10.00,10.23,9.90,10.15,10.00,9.31,31,3275,33017.00,
514183,BLA ROS IND ,X ,Q,40.60,43.35,40.60,42.95,43.00,41.25,27,3637,153000.00,
514211,SUMEET INDUS,B ,Q,3.85,3.88,3.62,3.86,3.86,3.55,32,9825,37516.00,
514215,BINNY LTD.  ,X ,Q,122.50,126.50,121.00,121.00,121.00,121.65,16,771,94926.00,
514234,SANGAM INDIA,B ,Q,54.30,56.45,53.70,55.85,55.25,55.05,31,731,40278.00,
514264,SEASONS TEXT,X ,Q,8.35,10.20,8.34,10.20,10.20,9.19,5,1166,9803.00,
514266,ZENITH FIBRE,X ,Q,57.00,57.50,55.00,56.95,56.95,57.80,31,1685,95273.00,
514272,BHILWARA SP.,X ,Q,7.80,7.90,7.58,7.90,7.90,7.95,6,2500,19601.00,
514274,AARVEE DENIM,B ,Q,21.75,21.80,21.00,21.00,21.00,20.65,3,102,2143.00,
514280,SANRHEA TECH,XT,Q,15.50,15.50,15.45,15.45,15.45,16.25,2,45,697.00,
514286,ASHIMA LTD. ,T ,Q,12.85,13.70,12.85,13.62,13.62,13.06,36,8084,108663.00,
514300,PIONEER EMB ,B ,Q,20.20,21.20,19.85,20.95,20.95,20.25,220,6077,125439.00,
514302,VIPPY SPIN. ,X ,Q,41.50,43.70,40.75,40.85,40.75,41.75,19,4546,189495.00,
514316,RAGHUVIR SYN,XT,Q,225.00,225.00,225.00,225.00,225.00,221.00,2,50,11250.00,
514318,JATTAINDUS  ,P ,Q,13.36,13.36,13.36,13.36,13.36,13.96,1,100,1336.00,
514322,KAMADGIRI   ,X ,Q,83.90,91.00,83.90,87.10,91.00,84.70,11,138,12019.00,
514326,PATSPIN INDI,B ,Q,10.00,10.25,10.00,10.24,10.25,10.00,10,630,6376.00,
514330,OVERSEAS SYN,X ,Q,4.27,4.27,4.27,4.27,4.27,4.35,28,130900,558943.00,
514332,NEOINFRA    ,XT,Q,30.90,30.90,29.00,29.00,29.00,29.70,7,2141,64383.00,
514354,PREMIER POLY,B ,Q,24.85,24.85,24.85,24.85,24.85,22.60,1,200,4970.00,
514394,AJIL        ,B ,Q,109.45,109.45,109.45,109.45,109.45,115.20,40,5976,654073.00,
514418,MANORG      ,X ,Q,407.55,407.55,399.10,407.55,407.55,388.15,325,24192,9847755.00,
514428,HINDU.ADHESI,X ,Q,62.00,75.00,62.00,70.65,70.00,73.15,34,1686,116329.00,
514448,JYOTI RESINS,X ,Q,95.00,95.00,92.15,93.60,93.50,92.00,20,1132,105783.00,
514450,MAHA.RUBTECH,X ,Q,38.50,41.75,38.45,40.50,40.50,42.90,16,1738,70004.00,
514454,SOUTH.LATEX ,XT,Q,13.30,13.30,13.30,13.30,13.30,13.30,1,3759,49994.00,
514470,WIMSOME TEXT,B ,Q,26.40,26.40,26.40,26.40,26.40,25.25,1,50,1320.00,
514474,FAIRDEAL FIL,X ,Q,79.00,99.95,79.00,91.65,94.40,83.85,75,4406,406231.00,
515030,ASAHI IN.GLA,A ,Q,255.85,255.85,250.20,251.50,250.20,254.45,36,922,232971.00,
515037,MURD.CERAM  ,B ,Q,22.00,22.55,21.60,21.95,21.95,20.90,208,37658,832332.00,
515043,SAINT-GOBAIN,X ,Q,47.65,49.20,47.65,48.60,48.60,47.95,268,33636,1636614.00,
515055,ANANTRAJ    ,B ,Q,31.45,32.90,31.20,32.25,32.25,30.65,518,116955,3722068.00,
515085,RESTILE CER.,X ,Q,3.46,3.94,3.46,3.94,3.94,3.74,11,1260,4480.00,
515127,RAMASIGNS   ,X ,Q,18.80,18.80,18.00,18.40,18.50,18.00,4,505,9294.00,
515145,HIND.NAT.GLS,B ,Q,94.90,94.90,88.00,88.70,88.70,88.50,4,12,1064.00,
515147,HALDYN GLASS,X ,Q,32.00,32.00,30.20,31.60,31.60,30.20,116,10904,336788.00,
516007,MANGALAM TIM,B ,Q,19.30,19.95,18.90,19.25,19.25,17.00,228,34046,658591.00,
516016,SHREYANS IND,B ,Q,124.00,131.25,124.00,130.10,130.10,125.30,68,1320,169034.00,
516022,STAR PAPER  ,B ,Q,100.05,106.20,100.00,103.90,103.90,101.45,122,4033,418452.00,
516030,YASH PAPERS ,X ,Q,42.50,43.60,42.40,43.30,43.30,42.80,143,27165,1169992.00,
516062,NAT.PLYWOOD ,XT,Q,31.50,31.50,31.50,31.50,31.50,33.00,1,100,3150.00,
516064,ARROWGREEN  ,T ,Q,78.25,79.95,75.25,78.25,79.95,78.90,18,1602,124504.00,
516078,JUMBO BAG   ,Z ,Q,14.55,15.25,14.00,15.25,15.25,14.55,7,2269,33338.00,
516082,N.R.AGARWAL ,B ,Q,270.00,282.65,270.00,280.95,281.00,272.70,75,1554,431122.00,
516086,SH.RAJES.PAP,XT,Q,6.36,6.36,6.36,6.36,6.36,6.53,1,750,4770.00,
516092,3PLAND      ,B ,Q,9.03,9.03,9.03,9.03,9.03,9.25,1,100,903.00,
516096,SANGAL PAPER,XT,Q,137.80,137.80,137.80,137.80,137.80,145.05,22,550,75790.00,
516106,SH.KARTHIK P,X ,Q,10.00,10.99,9.70,10.30,10.30,10.41,20,2943,29827.00,
516108,S.I.PAPER   ,XT,Q,82.50,83.00,82.50,83.00,83.00,82.80,11,4590,379675.00,
517015,VINDHYA TELE,B ,Q,1428.00,1448.00,1386.25,1403.90,1409.00,1418.60,142,1243,1768110.00,
517035,RUTTONSHA IN,X ,Q,38.95,40.00,38.95,40.00,40.00,39.95,5,208,8159.00,
517041,ADORWELDING ,B ,Q,312.00,315.50,305.00,309.75,314.00,308.65,62,774,241148.00,
517059,SALZER ELEC ,B ,Q,115.80,123.95,115.70,122.40,122.40,114.45,25,832,100369.00,
517063,JETINFOTRAN ,X ,Q,34.70,34.90,33.05,34.90,34.90,35.45,10,1142,38953.00,
517080,HIGHGROUND  ,B ,Q,6.70,6.70,6.00,6.48,6.50,5.63,46,10282,63960.00,
517119,PCS TECH    ,X ,Q,8.74,9.13,8.60,9.11,9.11,8.70,13,1298,11564.00,
517146,USHA MART.LT,B ,Q,33.75,35.45,33.70,34.65,34.65,33.95,200,36236,1252558.00,
517166,SPEL SEMICON,X ,Q,7.37,7.79,7.35,7.49,7.49,7.80,23,3415,25442.00,
517174,HONEYWELL   ,B ,Q,21700.00,21806.25,21405.00,21639.35,21405.00,21552.80,49,63,1368100.00,
517201,SWITCH.TECH.,XT,Q,49.00,51.45,49.00,51.45,51.45,49.00,2,150,7595.00,
517206,LUMAX IND   ,B ,Q,1580.00,1688.65,1542.00,1662.75,1665.00,1592.95,55,274,441026.00,
517224,SUJANA INDUS,T ,Q,0.25,0.25,0.24,0.24,0.24,0.25,6,8926,2142.00,
517236,CALCOM VISIO,X ,Q,29.65,31.65,29.65,30.05,30.05,32.00,34,1852,56044.00,
517238,DYNAVISION  ,XT,Q,52.10,52.10,52.10,52.10,52.10,53.55,1,600,31260.00,
517246,BCC FUBA    ,XT,Q,5.00,5.00,4.90,4.90,4.90,4.98,4,1170,5760.00,
517258,PRECISION EL,XT,Q,24.75,24.75,23.00,24.75,24.75,23.60,8,17,402.00,
517271,HBL P SYS   ,B ,Q,23.10,23.65,22.65,22.90,22.90,22.90,198,32964,759186.00,
517288,GUJARATPOLY ,X ,Q,28.30,28.40,28.00,28.40,28.40,27.05,39,4180,118390.00,
517300,GUJ.IND.POW.,B ,Q,70.30,72.20,69.65,70.15,70.50,70.10,94,10474,734705.00,
517330,CMI LTD.    ,B ,Q,125.00,126.05,122.95,124.25,124.25,124.35,137,2309,287115.00,
517334,MOTHERSON SS,A ,Q,136.80,145.40,135.15,142.85,142.85,135.75,4650,691058,98281719.00,
517344,MINDTECK (I),B ,Q,36.70,36.70,32.50,34.55,34.70,33.45,8,134,4626.00,
517354,HAVELLSINDIA,A ,Q,700.00,706.15,691.80,694.25,693.75,697.95,1240,115069,80665185.00,
517356,ACI INFOCOM ,X ,Q,0.59,0.59,0.57,0.57,0.57,0.59,17,202600,115484.00,
517370,INCAP LTD.  ,XT,Q,41.00,41.00,40.90,40.90,40.90,39.95,4,185,7567.00,
517372,GUJ.INTRUX  ,X ,Q,75.00,77.90,73.20,76.85,76.95,78.00,15,629,47344.00,
517380,IGARSHI MOT ,B ,Q,398.00,399.95,387.00,394.30,394.30,399.55,96,967,381395.00,
517385,SYMPHONY    ,A ,Q,1157.75,1165.00,1150.05,1158.70,1151.55,1158.75,142,795,921719.00,
517415,LEE&NEE SOFT,XT,Q,1.19,1.19,1.09,1.13,1.09,1.14,10,9253,10401.00,
517417,PATEL AIRTEM,X ,Q,101.00,101.00,97.55,100.40,97.55,101.00,6,170,17101.00,
517421,BFLYGANDHI  ,B ,Q,183.00,191.50,183.00,186.00,186.00,185.00,419,6346,1193715.00,
517429,ATHENAGLO   ,X ,Q,30.60,33.80,30.60,33.80,33.80,32.20,6,260,8314.00,
517437,DUTRON POLY.,XT,Q,113.00,113.00,113.00,113.00,113.00,112.05,1,36,4068.00,
517447,R.S.SOFTWARE,B ,Q,28.20,28.75,27.55,28.40,28.40,27.85,53,7666,217203.00,
517449,MAGNA ELECTR,X ,Q,178.80,179.80,177.00,177.25,177.00,174.10,23,552,98559.00,
517467,MARSONS     ,XT,Q,0.90,0.98,0.90,0.98,0.98,0.94,4,1755,1589.00,
517477,ELNET TECH. ,X ,Q,86.30,90.00,86.30,90.00,90.00,91.00,4,107,9382.00,
517494,ACCEL       ,X ,Q,8.00,8.40,8.00,8.28,8.11,8.00,97,101013,845624.00,
517498,WEBELSOLAR  ,B ,Q,26.65,26.90,24.90,25.75,25.75,27.65,487,48589,1252543.00,
517500,ROTO PUMPS  ,X ,Q,89.50,93.50,89.50,92.80,93.50,91.10,68,6642,613565.00,
517506,TTK PRESTIGE,A ,Q,7852.40,7852.40,7750.10,7765.00,7750.10,7830.35,44,81,630921.00,
517514,DHINDIA     ,X ,Q,16.00,16.75,15.90,16.75,16.75,15.95,9,1252,19955.00,
517518,LEEL        ,B ,Q,20.00,20.50,19.75,20.45,20.20,19.55,121,41429,846584.00,
517522,RAJ GLO WIR ,X ,Q,570.00,585.00,570.00,579.00,579.00,576.65,20,119,69107.00,
517536,ONWARD TECHN,B ,Q,60.65,61.00,60.10,60.45,60.10,59.55,14,3220,195699.00,
517544,CENTUM ELEC ,B ,Q,385.00,404.00,385.00,398.10,398.10,395.00,14,92,36526.00,
517548,STARLITE COM,X ,Q,19.20,19.95,19.05,19.85,19.95,19.45,26,1906,36950.00,
517554,NHCFOODS    ,X ,Q,5.13,5.14,5.00,5.14,5.14,4.90,12,5610,28552.00,
517556,PVP VENT LTD,B ,Q,3.35,3.63,3.25,3.50,3.50,3.55,29,17194,58398.00,
517562,TRIGYN TECH ,B ,Q,68.00,72.70,68.00,70.70,70.70,67.30,207,9776,693827.00,
517569,KEI INDUST. ,A ,Q,324.85,325.65,319.00,319.75,320.00,322.75,343,7573,2443012.00,
517571,IMPPOWERS   ,B ,Q,43.00,47.55,41.80,47.40,47.55,39.65,197,18496,856308.00,
518011,KEERTHI     ,XT,Q,41.00,44.00,40.85,43.00,43.00,43.00,29,2955,121844.00,
518029,GUJ.SIDH.CEM,B ,Q,20.50,20.50,19.90,20.00,20.05,20.00,45,7672,154717.00,
518091,ANJANI PORTL,B ,Q,104.95,109.85,104.00,108.00,108.00,101.00,7,72,7581.00,
519031,SHAH FOOD(P),X ,Q,52.00,52.00,50.30,50.30,50.30,52.90,4,76,3824.00,
519091,TASTY BITE  ,B ,Q,7651.00,7651.00,7651.00,7651.00,7651.00,7596.60,1,1,7651.00,
519097,RITESH INTER,XT,Q,7.12,7.12,6.46,7.12,7.12,6.79,4,2104,14914.00,
519105,AVT NATURAL ,B ,Q,22.55,23.40,22.10,23.25,23.25,22.95,38,8855,204979.00,
519126,HIND.FOODS  ,X ,Q,343.00,360.50,342.00,356.20,352.00,340.20,47,4620,1625600.00,
519136,NAHAR INDUST,B ,Q,39.55,40.85,38.55,40.40,40.40,38.25,25,2719,109423.00,
519152,VADILAL ENT ,XT,Q,875.00,890.00,875.00,890.00,890.00,919.85,5,1078,958670.00,
519156,VADILAL IND ,B ,Q,486.10,509.95,481.75,501.25,501.25,484.80,275,2547,1270767.00,
519183,ADF FOODS LT,B ,Q,230.00,232.50,229.15,230.85,230.85,228.85,36,568,131381.00,
519214,WILLIAM.FIN.,XT,Q,19.00,19.00,19.00,19.00,19.00,18.15,1,1,19.00,
519216,AJANTA SOYA ,X ,Q,18.70,19.75,18.05,18.20,18.15,18.65,36,4617,87539.00,
519224,WILLIAM.MAGO,B ,Q,49.00,49.90,48.05,49.90,49.90,48.00,5,3900,191490.00,
519230,RICHIRICH   ,XT,Q,3.65,3.65,3.65,3.65,3.65,3.65,3,185,675.00,
519248,JVL AGRO    ,Z ,Q,3.70,3.75,3.50,3.75,3.75,3.60,33,35315,128593.00,
519260,SANWARIA    ,B ,Q,8.42,9.15,8.28,8.74,8.74,8.41,549,258183,2255704.00,
519285,TARAI FOODS ,XT,Q,3.10,3.10,3.00,3.05,3.10,3.10,4,995,2996.00,
519287,MODERN DAIRI,XT,Q,4.95,5.18,4.95,5.18,5.18,4.94,27,8552,44251.00,
519295,BAMBINO AGRO,X ,Q,181.00,193.95,181.00,190.30,193.30,181.90,52,4664,887780.00,
519307,VIKAS WSP   ,X ,Q,10.62,11.28,10.30,11.08,11.08,10.34,385,385750,4200404.00,
519359,POONA DAL   ,X ,Q,28.50,28.50,26.20,26.20,26.20,28.05,14,675,17810.00,
519383,ANIK INDS   ,B ,Q,16.30,16.90,16.20,16.75,16.75,17.05,24,1884,30937.00,
519421,KSE LIMITED ,XT,Q,1272.05,1335.65,1208.45,1313.10,1313.10,1272.05,233,6705,8824088.00,
519455,NARBADA     ,X ,Q,39.75,43.85,39.75,43.05,43.85,41.80,25,896,38226.00,
519457,VIRAT CRANE ,X ,Q,25.70,25.70,25.70,25.70,25.70,24.35,1,1,25.00,
519475,CHORDIA FOOD,XT,Q,168.00,169.95,162.00,166.90,166.90,169.85,5,305,50829.00,
519491,OCEAN AGRO  ,X ,Q,19.65,19.70,18.05,18.35,19.70,18.80,11,1654,30911.00,
519494,N K INDUST. ,B ,Q,39.25,39.25,35.00,38.70,38.70,39.95,10,2338,90329.00,
519506,NCC BLUE WAT,P ,Q,9.76,9.76,9.40,9.40,9.40,9.58,4,400,3831.00,
519532,ASIAN TEA   ,XT,Q,8.15,8.15,8.15,8.15,8.15,8.54,1,6,48.00,
519552,HERITGFOOD  ,B ,Q,442.00,452.05,441.00,446.10,447.95,446.00,166,2278,1016316.00,
519560,NEHA INTER. ,X ,Q,3.47,3.50,3.26,3.43,3.44,3.34,39,7230,24519.00,
519566,SIMRAN FARMS,X ,Q,58.20,62.50,58.20,60.50,61.85,61.95,22,1220,73788.00,
519588,DFM FOODS   ,B ,Q,193.00,205.00,176.55,188.00,188.00,179.95,250,12014,2267895.00,
519600,CCL PRODUCTS,A ,Q,276.00,278.20,274.95,277.90,277.90,274.25,39,659,182418.00,
519602,KELLTONTEC  ,T ,Q,40.00,40.00,37.00,38.00,38.00,38.20,27,4152,155872.00,
519612,MAHAAN FOODS,X ,Q,21.69,21.69,21.69,21.69,21.69,20.66,3,390,8459.00,
520008,RICO AUTO   ,B ,Q,60.30,61.50,59.75,60.70,60.55,60.70,186,24961,1521474.00,
520021,OMAX AUTOS. ,B ,Q,76.00,86.50,76.00,85.20,85.00,79.70,69,4294,356669.00,
520043,MUNJAL SHOWA,B ,Q,160.45,165.65,160.45,161.90,161.90,161.40,48,1127,183725.00,
520051,JAMNA AUTO  ,B ,Q,52.00,53.55,51.45,52.85,52.85,52.25,544,54080,2856141.00,
520056,SUNDAR.CLAY ,A ,Q,2419.00,2518.60,2354.00,2495.00,2445.20,2345.40,60,212,521924.00,
520057,JTEKTINDIA  ,B ,Q,93.15,96.00,92.80,93.35,93.05,93.10,73,11056,1042200.00,
520059,MUNAUTO     ,B ,Q,51.85,52.50,51.40,52.35,52.25,50.95,65,4737,246466.00,
520066,JAYBH.MARUTI,B ,Q,239.95,240.60,232.10,236.75,239.00,232.80,59,703,167011.00,
520073,RACLGEAR    ,X ,Q,61.70,63.90,60.20,60.80,60.80,62.25,125,15772,974341.00,
520075,SAMKRG PIST.,X ,Q,152.20,166.25,152.20,163.10,164.00,154.80,44,3327,527935.00,
520086,SICAL LOG   ,B ,Q,124.90,128.45,124.00,127.95,127.95,123.90,57,505,63885.00,
520111,RATNAMNI MET,B ,Q,858.75,870.70,858.75,864.45,869.95,855.10,12,79,68022.00,
520113,VESUVIUS IND,B ,Q,1164.55,1164.55,1110.00,1127.00,1110.00,1140.00,24,211,238179.00,
520119,AUTOMOTIVE S,B ,Q,48.35,49.35,47.40,49.35,49.35,44.90,21,1940,94019.00,
520123,ABC INDIA   ,X ,Q,46.50,48.70,46.30,48.60,48.60,49.10,5,24,1141.00,
520139,JAGSON AIRLI,XT,Q,0.81,0.81,0.81,0.81,0.81,0.85,1,5,4.00,
520141,SIBAR AUTO  ,X ,Q,33.30,33.30,32.00,32.00,32.00,31.75,2,2,65.00,
520151,SHREY SH LOG,B ,Q,194.00,196.05,194.00,194.95,194.05,194.35,10,800,155591.00,
520155,STARLOG     ,X ,Q,16.90,16.90,16.90,16.90,16.90,16.10,1,1,16.00,
521016,INDO COUNT  ,A ,Q,36.50,37.15,35.50,36.00,36.00,36.50,189,15968,579302.00,
521034,SOMA TEXTILE,B ,Q,3.95,3.97,3.95,3.97,3.97,3.79,4,1094,4323.00,
521064,TRIDENT     ,A ,Q,61.35,61.80,61.00,61.50,61.65,61.10,259,31379,1929431.00,
521068,HISAR SPIN. ,P ,Q,20.45,20.45,20.40,20.40,20.40,19.50,4,1100,22465.00,
521070,ALOK INDS.  ,T ,Q,3.49,3.55,3.45,3.48,3.50,3.49,117,103690,361574.00,
521082,SPENTEX INDS,T ,Q,1.35,1.35,1.35,1.35,1.35,1.30,1,1,1.00,
521097,AMARJOTHI SP,X ,Q,85.90,90.00,85.90,88.90,90.00,84.60,28,1759,154479.00,
521105,OLYMPIA IND.,X ,Q,29.40,29.40,29.40,29.40,29.40,30.90,2,70,2058.00,
